latitude,longitude,data,precipitacao_total_mm,temperatura_media_C,temperatura_max_C,temperatura_min_C,pressao_Pa,vento_u_10m,vento_v_10m
-32.5,-52.5,2025-06-16,0.041007996,11.369232,16.141998,6.365143,101937.6,-0.18232854,-2.483167
-32.5,-52.25,2025-06-16,0.017166138,13.16806,15.624176,10.840973,101947.4,0.3997027,-3.3167446
-32.5,-52.0,2025-06-16,0.09012222,14.232269,16.286285,13.069489,101966.06,0.96033096,-3.6444626
-32.5,-51.75,2025-06-16,0.36144257,14.725841,16.542145,13.768707,101972.73,1.3866819,-3.5076218
-32.5,-51.5,2025-06-16,0.7734299,15.007823,16.704254,13.983551,101978.98,1.6121458,-3.0565312
-32.5,-51.25,2025-06-16,0.63848495,15.252126,16.946442,14.375641,101989.31,1.7847532,-2.900566
-32.5,-51.0,2025-06-16,0.61511993,15.408132,17.061676,14.545563,102005.65,1.9700966,-2.6300175
-32.5,-50.75,2025-06-16,0.53071976,15.656505,17.381989,14.861969,102016.65,2.250492,-2.419609
-32.5,-50.5,2025-06-16,0.37956238,15.980316,17.80191,15.299469,102021.31,2.5919228,-2.2567673
-32.5,-50.25,2025-06-16,0.351429,16.338388,18.153473,15.664703,102002.81,2.8871295,-2.0262172
-32.5,-50.0,2025-06-16,0.25606155,16.698984,18.444489,16.15445,102035.81,3.2164345,-1.9204229
-32.5,-49.75,2025-06-16,0.23031235,16.986582,18.585114,16.551422,102024.15,3.5429726,-1.7093226
-32.5,-49.5,2025-06-16,0.26464462,17.250986,18.639801,16.836578,102016.4,3.8723996,-1.4456915
-32.5,-49.25,2025-06-16,0.34189224,17.53533,18.710114,17.118805,102031.48,4.2068315,-1.1957321
-32.5,-49.0,2025-06-16,0.42057037,17.751719,18.692535,17.29654,102033.94,4.511682,-0.90858203
-32.25,-58.0,2025-06-16,3.891468,11.4039,17.23111,7.9361877,101074.06,-1.5541548,-3.3606899
-32.25,-57.75,2025-06-16,5.812168,11.4131775,17.588531,7.656891,100940.23,-1.533362,-3.3997116
-32.25,-57.5,2025-06-16,7.2283745,11.343842,17.851715,7.3971252,100772.4,-1.4745241,-3.39137
-32.25,-57.25,2025-06-16,8.957863,11.393646,18.377106,7.3033752,100647.31,-1.4844526,-3.3578823
-32.25,-57.0,2025-06-16,8.347511,11.227305,18.464996,7.0572815,100363.31,-1.4734255,-3.3916957
-32.25,-56.75,2025-06-16,7.856846,11.021495,18.297028,6.7550354,100116.19,-1.5469118,-3.4870327
-32.25,-56.5,2025-06-16,8.042812,10.656097,17.814606,6.202301,99760.23,-1.6071739,-3.5834274
-32.25,-56.25,2025-06-16,8.388996,10.409271,17.432281,5.8683167,99657.48,-1.6756554,-3.5616581
-32.25,-56.0,2025-06-16,7.970333,10.375255,17.228668,5.9269104,100030.4,-1.576697,-3.2282841
-32.25,-55.75,2025-06-16,6.5202713,10.658702,17.482574,6.354645,100397.48,-1.4603233,-3.0094528
-32.25,-55.5,2025-06-16,4.7659874,10.670013,17.574371,6.2218323,100477.52,-1.3863487,-2.9023972
-32.25,-55.25,2025-06-16,2.8128624,10.63559,17.619293,5.9132385,100463.4,-1.3372765,-2.8420944
-32.25,-55.0,2025-06-16,1.5683174,10.397389,17.46695,5.2687073,100349.23,-1.2643191,-2.7666142
-32.25,-54.75,2025-06-16,0.18548965,10.267751,17.36148,4.8487854,100362.73,-1.1099409,-2.7184372
-32.25,-54.5,2025-06-16,0.008583069,10.202321,17.246246,5.0069885,100224.65,-0.9484418,-2.7123337
-32.25,-54.25,2025-06-16,0.0019073486,10.246999,17.257965,5.1127014,100278.23,-0.6579959,-2.6794968
-32.25,-54.0,2025-06-16,0.0009536743,10.208262,17.266266,5.06192,100265.94,-0.44620386,-2.5927048
-32.25,-53.75,2025-06-16,0.0019073486,10.340912,17.363922,5.3314514,100380.81,-0.3473269,-2.5405807
-32.25,-53.5,2025-06-16,0.0009536743,10.144704,17.371735,4.9303284,100493.65,-0.35037866,-2.3613815
-32.25,-53.25,2025-06-16,0.0,10.032643,17.268219,4.721344,100943.31,-0.46707788,-2.1813686
-32.25,-53.0,2025-06-16,0.002861023,10.729747,16.529938,6.544098,101292.69,-0.51973087,-2.3119838
-32.25,-52.75,2025-06-16,0.002861023,11.032399,16.254547,6.7206116,101765.81,-0.56017685,-2.3548305
-32.25,-52.5,2025-06-16,0.0104904175,11.12794,16.251373,5.9725647,101875.85,-0.4172325,-2.4020717
-32.25,-52.25,2025-06-16,0.0038146973,12.979014,15.487457,10.60733,101918.98,0.073327385,-3.2609177
-32.25,-52.0,2025-06-16,0.04386902,14.158295,16.169098,13.046051,101984.9,0.63806534,-3.665825
-32.25,-51.75,2025-06-16,0.27751923,14.668793,16.477692,13.737457,102009.35,1.0948118,-3.5382614
-32.25,-51.5,2025-06-16,0.4310608,15.079926,16.846832,14.053864,102005.65,1.4248492,-3.1686733
-32.25,-51.25,2025-06-16,0.86545944,15.394867,17.130035,14.461578,102014.65,1.6331011,-3.0248337
-32.25,-51.0,2025-06-16,0.6608963,15.535248,17.229645,14.608063,102011.48,1.816939,-2.7579472
-32.25,-50.75,2025-06-16,0.5750656,15.711598,17.399567,14.873688,102018.48,2.0659626,-2.5488815
-32.25,-50.5,2025-06-16,0.5903244,16.006683,17.749176,15.292389,102032.77,2.3874142,-2.3886032
-32.25,-50.25,2025-06-16,0.57172775,16.285898,18.09488,15.594391,102022.9,2.7205036,-2.1264775
-32.25,-50.0,2025-06-16,0.6093979,16.614267,18.421051,16.030426,102019.94,3.0384967,-1.9628626
-32.25,-49.75,2025-06-16,0.50878525,16.920664,18.604645,16.40567,102030.44,3.371301,-1.7632776
-32.25,-49.5,2025-06-16,0.39958954,17.210379,18.743317,16.725983,102040.02,3.696537,-1.5048548
-32.25,-49.25,2025-06-16,0.43964386,17.480154,18.803864,17.028717,102036.73,4.009729,-1.2244593
-32.25,-49.0,2025-06-16,0.46110153,17.720877,18.780426,17.32779,102041.23,4.312992,-0.9403203
-32.0,-58.0,2025-06-16,4.8503876,11.639252,17.471344,8.125641,101048.52,-1.6455446,-3.3688686
-32.0,-57.75,2025-06-16,7.356167,11.650645,17.860016,7.8404846,100879.85,-1.6309776,-3.4502487
-32.0,-57.5,2025-06-16,9.973526,11.664479,18.213531,7.610016,100612.65,-1.6483523,-3.6412075
-32.0,-57.25,2025-06-16,10.764599,11.69223,18.58023,7.4830627,100422.98,-1.6765099,-3.6755905
-32.0,-57.0,2025-06-16,9.922981,11.473643,18.599762,7.192047,99992.73,-1.686601,-3.7704391
-32.0,-56.75,2025-06-16,9.930134,11.185231,18.42398,6.9718323,99647.56,-1.7006391,-3.8080368
-32.0,-56.5,2025-06-16,10.085106,10.824554,18.039703,6.421051,99300.98,-1.7583376,-3.8857548
-32.0,-56.25,2025-06-16,10.365009,10.5920515,17.746735,6.0812073,99313.19,-1.6900597,-3.6231816
-32.0,-56.0,2025-06-16,9.8285675,10.612721,17.582672,6.217926,99799.85,-1.5365766,-3.235405
-32.0,-55.75,2025-06-16,7.993698,10.948741,17.795074,6.717926,100214.73,-1.4333458,-3.0902226
-32.0,-55.5,2025-06-16,5.654812,11.176605,17.943512,6.846344,100295.73,-1.3725548,-3.1524785
-32.0,-55.25,2025-06-16,3.7035942,11.149587,17.982574,6.5851135,100271.44,-1.3242149,-3.108167
-32.0,-55.0,2025-06-16,1.3551712,11.028493,17.879059,6.1905823,100112.94,-1.3086714,-3.1012905
-32.0,-54.75,2025-06-16,0.23031235,10.916921,17.853668,5.780426,100151.77,-1.1940066,-3.0136032
-32.0,-54.5,2025-06-16,0.031471252,10.889496,17.777496,6.0187073,100058.4,-1.0404015,-2.928276
-32.0,-54.25,2025-06-16,0.0052452087,10.916351,17.754547,6.497467,100184.81,-0.83638126,-2.7570927
-32.0,-54.0,2025-06-16,0.0023841858,10.899913,17.79361,6.477936,100231.35,-0.62345,-2.6560185
-32.0,-53.75,2025-06-16,0.0042915344,10.712982,17.826813,6.1419983,100059.19,-0.5348676,-2.6217983
-32.0,-53.5,2025-06-16,0.0023841858,10.228851,17.31314,5.0748596,99476.77,-0.3803266,-2.4411342
-32.0,-53.25,2025-06-16,0.0009536743,10.215016,17.272125,5.031891,100010.15,-0.41597113,-2.2468388
-32.0,-53.0,2025-06-16,0.0,10.407725,17.461578,5.1861877,100975.56,-0.51785916,-2.1286747
-32.0,-52.75,2025-06-16,0.0,10.666514,17.35025,5.3941956,101614.98,-0.6385867,-2.173312
-32.0,-52.5,2025-06-16,0.0009536743,11.01588,16.77481,5.7652893,101824.98,-0.6586469,-2.2171757
-32.0,-52.25,2025-06-16,0.0014305115,12.716725,14.979645,10.207428,101922.06,-0.41214624,-2.9313278
-32.0,-52.0,2025-06-16,0.03194809,13.919362,15.70816,12.688629,101973.98,0.15076065,-3.391126
-32.0,-51.75,2025-06-16,0.058174133,14.586354,16.350739,13.65152,101968.73,0.7260373,-3.5480678
-32.0,-51.5,2025-06-16,0.19168854,15.032074,16.792145,13.999176,101971.77,1.1405882,-3.233696
-32.0,-51.25,2025-06-16,0.667572,15.43222,17.17691,14.442047,102025.6,1.3389524,-3.0689418
-32.0,-51.0,2025-06-16,0.6752014,15.647878,17.393707,14.658844,102030.98,1.5512733,-2.889946
-32.0,-50.75,2025-06-16,0.60892105,15.824473,17.559723,14.922516,102036.4,1.801843,-2.6806362
-32.0,-50.5,2025-06-16,0.89120865,16.066986,17.77066,15.253326,102045.44,2.139449,-2.5227993
-32.0,-50.25,2025-06-16,0.6799698,16.342865,18.116364,15.551422,102055.73,2.507613,-2.3171513
-32.0,-50.0,2025-06-16,0.86688995,16.642263,18.40738,15.983795,102044.65,2.84176,-2.1320927
-32.0,-49.75,2025-06-16,0.852108,16.955414,18.667145,16.305817,102047.77,3.1837196,-1.8879929
-32.0,-49.5,2025-06-16,0.7433891,17.249115,18.81363,16.643951,102055.56,3.509159,-1.6247278
-32.0,-49.25,2025-06-16,0.6656647,17.526215,18.950348,16.93692,102053.48,3.81995,-1.3503952
-32.0,-49.0,2025-06-16,0.65135956,17.735199,18.923004,17.18692,102061.35,4.091719,-1.0291876
-31.75,-58.0,2025-06-16,5.804062,11.793223,17.408844,8.246735,101004.69,-1.7736372,-3.3175583
-31.75,-57.75,2025-06-16,8.683205,11.897389,18.10611,8.014313,100785.1,-1.9372927,-3.509412
-31.75,-57.5,2025-06-16,11.308193,11.911224,18.459625,7.783844,100517.02,-1.9547487,-3.700737
-31.75,-57.25,2025-06-16,11.724472,11.840098,18.588531,7.486969,100135.27,-1.990434,-3.8054326
-31.75,-57.0,2025-06-16,11.553764,11.649343,18.633453,7.1510315,99684.06,-1.9546267,-3.8666306
-31.75,-56.75,2025-06-16,11.165619,11.392262,18.555328,6.9322815,99367.19,-1.9385542,-3.898206
-31.75,-56.5,2025-06-16,11.450291,11.143971,18.432281,6.6686096,99109.44,-1.8668989,-3.8418095
-31.75,-56.25,2025-06-16,11.85751,10.914317,18.149078,6.5279846,99111.06,-1.7958132,-3.5881882
-31.75,-56.0,2025-06-16,12.265682,10.936452,18.04361,6.4303284,99639.69,-1.5891482,-3.2352016
-31.75,-55.75,2025-06-16,9.655952,11.257741,18.129547,6.6686096,100040.6,-1.6194216,-3.2932663
-31.75,-55.5,2025-06-16,6.9737434,11.466156,18.197906,6.783844,100092.4,-1.5536257,-3.3638637
-31.75,-55.25,2025-06-16,3.0198097,11.451263,18.045074,7.0084534,99815.15,-1.4133669,-3.4665654
-31.75,-55.0,2025-06-16,0.77295303,11.353688,17.968903,6.948395,99649.4,-1.3522911,-3.4556198
-31.75,-54.75,2025-06-16,0.25701523,11.388031,18.17398,6.83902,99850.06,-1.1970177,-3.2502568
-31.75,-54.5,2025-06-16,0.05865097,11.487315,18.369293,7.141754,100042.73,-1.0682335,-2.9262009
-31.75,-54.25,2025-06-16,0.030994415,11.513763,18.383453,7.281891,100169.52,-0.8635623,-2.7544887
-31.75,-54.0,2025-06-16,0.009059906,11.404714,18.174469,7.317047,100018.4,-0.8970909,-2.8303757
-31.75,-53.75,2025-06-16,0.011444092,11.143646,18.016266,7.0729065,99685.9,-0.86677676,-2.8925502
-31.75,-53.5,2025-06-16,0.01859665,10.552175,17.311188,5.9322815,98832.06,-0.5882123,-2.721611
-31.75,-53.25,2025-06-16,0.0019073486,10.561778,17.2565,5.8385315,98975.9,-0.17170842,-2.5536015
-31.75,-53.0,2025-06-16,0.0009536743,10.754974,17.445953,6.018219,99943.85,-0.27392197,-2.4353154
-31.75,-52.75,2025-06-16,0.12540817,10.984222,17.518219,6.2467346,100723.31,-0.53205997,-2.3248825
-31.75,-52.5,2025-06-16,0.0,11.139089,17.069733,6.5003967,101223.6,-0.6579959,-2.1644008
-31.75,-52.25,2025-06-16,0.00047683716,12.443695,15.589264,9.617584,101581.23,-0.5618451,-2.646375
-31.75,-52.0,2025-06-16,0.00047683716,13.72641,15.430817,12.360504,102034.02,-0.4859581,-3.1606572
-31.75,-51.75,2025-06-16,0.027656555,14.422536,16.077301,13.378082,102034.98,0.078739166,-3.3290737
-31.75,-51.5,2025-06-16,0.10967255,14.906749,16.56363,13.891754,101983.1,0.6708209,-3.2240932
-31.75,-51.25,2025-06-16,0.4143715,15.39153,17.073395,14.317535,102006.94,0.9885292,-3.0542119
-31.75,-51.0,2025-06-16,0.45013428,15.638031,17.335114,14.5729065,102020.94,1.2049599,-2.900322
-31.75,-50.75,2025-06-16,0.49209595,15.853119,17.575348,14.801422,102041.85,1.4693235,-2.7837856
-31.75,-50.5,2025-06-16,0.7071495,16.079275,17.774567,15.1197815,102051.98,1.8027382,-2.6220424
-31.75,-50.25,2025-06-16,0.47636032,16.396982,18.124176,15.455719,102061.65,2.1811154,-2.4501266
-31.75,-50.0,2025-06-16,0.83732605,16.70639,18.424957,15.841217,102070.69,2.5876503,-2.2864304
-31.75,-49.75,2025-06-16,0.834465,17.018158,18.684723,16.276764,102072.31,2.932743,-2.0417202
-31.75,-49.5,2025-06-16,0.8225441,17.314383,18.893707,16.708405,102068.15,3.2845905,-1.7871221
-31.75,-49.25,2025-06-16,0.7610321,17.59197,19.02652,16.96231,102068.6,3.5973752,-1.5223923
-31.75,-49.0,2025-06-16,0.8864403,17.777517,19.030426,17.134186,102074.98,3.8511593,-1.2040329
-31.5,-58.0,2025-06-16,7.660866,12.020274,17.164703,8.602203,101050.1,-1.9771284,-3.2674282
-31.5,-57.75,2025-06-16,10.527134,12.1250105,17.865875,8.367828,100828.9,-2.1431847,-3.459689
-31.5,-57.5,2025-06-16,12.606144,12.152679,18.629547,7.8541565,100584.1,-2.2417362,-3.501437
-31.5,-57.25,2025-06-16,13.191223,12.072276,18.78775,7.5143127,100201.52,-2.27262,-3.5846074
-31.5,-57.0,2025-06-16,13.152599,12.002614,18.936188,7.2408752,99871.02,-2.201575,-3.5914433
-31.5,-56.75,2025-06-16,12.30526,11.84962,18.91275,6.9830627,99550.77,-2.1868045,-3.7252324
-31.5,-56.5,2025-06-16,12.588024,11.600759,18.789703,6.7174377,99292.56,-2.1150272,-3.6686325
-31.5,-56.25,2025-06-16,13.756275,11.268483,18.401031,6.393219,98879.44,-1.9585737,-3.7226284
-31.5,-56.0,2025-06-16,14.181614,11.221852,18.264313,6.254547,99295.6,-1.7147993,-3.4423141
-31.5,-55.75,2025-06-16,10.215759,11.481212,18.307281,6.5065002,99728.44,-1.8233604,-3.5009487
-31.5,-55.5,2025-06-16,5.6319237,11.572032,18.186188,6.8522034,99827.23,-1.8790245,-3.4942753
-31.5,-55.25,2025-06-16,1.6665459,11.556895,17.998688,7.0768127,99549.02,-1.7385622,-3.5973842
-31.5,-55.0,2025-06-16,0.5850792,11.63681,18.125153,7.3190002,99434.77,-1.4449018,-3.588351
-31.5,-54.75,2025-06-16,0.5273819,11.854421,18.552887,7.596344,99758.31,-1.2064577,-3.3592656
-31.5,-54.5,2025-06-16,0.2760887,11.958425,18.765778,7.594391,99967.15,-1.087602,-3.0270717
-31.5,-54.25,2025-06-16,0.0667572,11.74529,18.53189,7.457672,99625.19,-1.1011925,-2.9701054
-31.5,-54.0,2025-06-16,0.044345856,11.6354265,18.320953,7.4928284,99471.77,-1.1372032,-3.0474167
-31.5,-53.75,2025-06-16,0.028133392,11.331553,17.703766,7.4654846,99070.85,-1.1607221,-3.102918
-31.5,-53.5,2025-06-16,0.051498413,10.941417,17.113922,7.2272034,98446.15,-0.81135684,-2.8448207
-31.5,-53.25,2025-06-16,0.030517578,10.94516,17.06314,7.098297,98547.06,-0.3629926,-2.683525
-31.5,-53.0,2025-06-16,0.15687943,10.924571,16.971344,6.9986877,98453.1,-0.14932887,-2.584933
-31.5,-52.75,2025-06-16,0.31757355,11.158458,17.01236,7.330719,99146.98,-0.38415146,-2.460991
-31.5,-52.5,2025-06-16,0.07677078,11.153819,16.847076,7.207672,99935.06,-0.47350693,-2.1382778
-31.5,-52.25,2025-06-16,0.0,11.733327,16.72403,7.8541565,101155.81,-0.6553917,-2.1617558
-31.5,-52.0,2025-06-16,0.0,13.01946,15.625153,10.686188,101609.9,-0.5793826,-2.6775029
-31.5,-51.75,2025-06-16,0.0009536743,14.228119,15.729645,13.065582,102050.06,-0.47940698,-3.218071
-31.5,-51.5,2025-06-16,0.069618225,14.759369,16.227692,13.788239,102011.23,0.106978096,-3.2220585
-31.5,-51.25,2025-06-16,0.22411346,15.237966,16.71988,14.143707,102003.85,0.5522906,-3.023084
-31.5,-51.0,2025-06-16,0.32234192,15.60027,17.202301,14.43277,102027.4,0.8052203,-2.8647587
-31.5,-50.75,2025-06-16,0.3633499,15.816091,17.442535,14.66861,102048.35,1.070357,-2.7480595
-31.5,-50.5,2025-06-16,0.5979538,16.031504,17.786285,14.928375,102062.02,1.4127235,-2.7414272
-31.5,-50.25,2025-06-16,0.4143715,16.338308,18.085114,15.242828,102061.85,1.8104693,-2.5613735
-31.5,-50.0,2025-06-16,0.6990433,16.653656,18.378082,15.641998,102081.35,2.2557411,-2.3941777
-31.5,-49.75,2025-06-16,0.7529259,17.013357,18.686676,16.040436,102081.27,2.6881142,-2.1829147
-31.5,-49.5,2025-06-16,0.74100494,17.310638,18.89566,16.47403,102077.23,3.0407753,-1.9275843
-31.5,-49.25,2025-06-16,0.6890297,17.585785,19.046051,16.901764,102088.48,3.37065,-1.6623255
-31.5,-49.0,2025-06-16,1.2230873,17.79949,19.149567,17.227936,102080.77,3.6271198,-1.3932419
-31.25,-58.0,2025-06-16,10.4494095,12.163666,17.059967,8.858063,100980.4,-2.191077,-3.263766
-31.25,-57.75,2025-06-16,13.113976,12.345876,17.736969,8.545563,100859.02,-2.2920697,-3.3158085
-31.25,-57.5,2025-06-16,15.255451,12.375987,18.527985,8.008453,100619.35,-2.386308,-3.3475468
-31.25,-57.25,2025-06-16,15.727997,12.440521,19.070953,7.703766,100461.81,-2.4116173,-3.3706996
-31.25,-57.0,2025-06-16,14.8563385,12.517507,19.315094,7.5748596,100253.94,-2.4077518,-3.4426396
-31.25,-56.75,2025-06-16,14.388084,12.34612,19.213531,7.3072815,99859.98,-2.442379,-3.6490605
-31.25,-56.5,2025-06-16,15.077591,11.988942,18.789703,6.9127502,99291.44,-2.4739952,-3.8430302
-31.25,-56.25,2025-06-16,16.31546,11.637706,18.360016,6.565094,98792.6,-2.3062706,-3.962537
-31.25,-56.0,2025-06-16,14.005661,11.389903,18.1315,6.2643127,98753.23,-1.9485639,-3.78936
-31.25,-55.75,2025-06-16,7.4219704,11.471934,18.201813,6.3815002,99258.6,-1.9878298,-3.6486943
-31.25,-55.5,2025-06-16,3.338337,11.58318,18.090485,6.783844,99417.73,-2.0716515,-3.6040573
-31.25,-55.25,2025-06-16,1.4219284,11.882009,18.238922,7.283844,99758.94,-2.024451,-3.5030644
-31.25,-55.0,2025-06-16,0.6980896,11.992198,18.349762,7.5123596,99655.81,-1.6854616,-3.5081913
-31.25,-54.75,2025-06-16,0.75912476,12.278981,18.826324,7.893219,99869.1,-1.4138145,-3.4031296
-31.25,-54.5,2025-06-16,0.52165985,12.164886,18.715485,7.8893127,99471.81,-1.3241743,-3.3330612
-31.25,-54.25,2025-06-16,0.30231476,11.923024,18.483063,7.723297,99087.15,-1.3422407,-3.2756474
-31.25,-54.0,2025-06-16,0.0872612,11.604503,17.977203,7.518219,98776.65,-1.265377,-3.0882695
-31.25,-53.75,2025-06-16,0.05340576,11.323497,17.28775,7.4928284,98539.23,-1.2593142,-2.995903
-31.25,-53.5,2025-06-16,0.072956085,11.245616,17.00064,7.703766,98438.31,-0.9805463,-2.6040165
-31.25,-53.25,2025-06-16,0.3604889,11.375173,17.151031,7.9127502,98644.1,-0.7610639,-2.3824997
-31.25,-53.0,2025-06-16,0.48732758,11.354421,17.059235,7.976471,98549.9,-0.54703397,-2.2835007
-31.25,-52.75,2025-06-16,0.29850006,11.292003,16.934235,7.7877502,98569.27,-0.4605268,-2.0921757
-31.25,-52.5,2025-06-16,0.12302399,11.322764,16.796295,7.6647034,99317.98,-0.4292768,-1.7984339
-31.25,-52.25,2025-06-16,0.0038146973,11.896088,16.99942,8.266266,100755.1,-0.63219833,-1.8066126
-31.25,-52.0,2025-06-16,0.0009536743,12.397389,16.528717,8.877594,101403.73,-0.7667198,-2.1844609
-31.25,-51.75,2025-06-16,0.0019073486,13.581309,15.777496,11.255035,101901.77,-0.7064578,-2.7173793
-31.25,-51.5,2025-06-16,0.0009536743,14.51946,15.889801,13.299957,102018.15,-0.39721298,-3.068901
-31.25,-51.25,2025-06-16,0.04673004,14.968434,16.229645,13.803864,102007.56,0.08297094,-2.8764775
-31.25,-51.0,2025-06-16,0.16641617,15.344981,16.760895,14.073395,102028.77,0.31478247,-2.683281
-31.25,-50.75,2025-06-16,0.25320053,15.632741,17.31363,14.311676,102057.94,0.5140826,-2.6899135
-31.25,-50.5,2025-06-16,0.60606,15.879486,17.758942,14.615875,102074.77,0.86251193,-2.7603073
-31.25,-50.25,2025-06-16,0.43821335,16.18873,18.077301,15.027985,102077.44,1.3799273,-2.7099736
-31.25,-50.0,2025-06-16,0.41627884,16.458832,18.264801,15.328766,102096.73,1.9525185,-2.4370244
-31.25,-49.75,2025-06-16,0.4887581,16.837738,18.592926,15.768219,102097.02,2.3906288,-2.2387009
-31.25,-49.5,2025-06-16,0.6432533,17.207205,18.858551,16.178375,102098.1,2.8101437,-2.024915
-31.25,-49.25,2025-06-16,0.48685074,17.478933,19.016754,16.588531,102117.1,3.151371,-1.7384567
-31.25,-49.0,2025-06-16,1.2574196,17.745209,19.20816,17.032623,102092.02,3.4289997,-1.5116501
-31.0,-58.0,2025-06-16,14.487267,12.248546,17.038483,8.983063,100915.31,-2.4255333,-3.2365444
-31.0,-57.75,2025-06-16,16.839504,12.458262,17.741608,8.664703,100823.27,-2.4867313,-3.2613652
-31.0,-57.5,2025-06-16,17.865181,12.59319,18.420563,8.233063,100612.31,-2.5296185,-3.358574
-31.0,-57.25,2025-06-16,18.479824,12.692067,19.03775,7.9772034,100471.69,-2.5423546,-3.4207077
-31.0,-57.0,2025-06-16,16.962051,12.774913,19.23111,7.875641,100186.56,-2.669267,-3.6776657
-31.0,-56.75,2025-06-16,16.343117,12.5171,18.87564,7.5553284,99717.44,-2.848507,-3.8617477
-31.0,-56.5,2025-06-16,16.864777,12.15683,18.451813,7.1510315,99176.48,-2.8893597,-4.0376916
-31.0,-56.25,2025-06-16,16.780376,11.8732195,18.209625,6.832672,98831.98,-2.771928,-4.0307336
-31.0,-56.0,2025-06-16,12.588501,11.530365,17.994781,6.4518127,98500.19,-2.3829308,-3.8526738
-31.0,-55.75,2025-06-16,7.2984695,11.516368,18.045563,6.547516,98860.6,-2.2244022,-3.7156296
-31.0,-55.5,2025-06-16,5.1722527,11.674001,18.211578,6.768219,99322.1,-2.091956,-3.4970424
-31.0,-55.25,2025-06-16,3.2839775,12.030772,18.436188,7.281891,99805.31,-2.050045,-3.3473842
-31.0,-55.0,2025-06-16,1.2555122,12.420502,18.709625,7.860016,100064.4,-2.0002403,-3.348198
-31.0,-54.75,2025-06-16,0.998497,12.660655,18.934235,8.2135315,100061.19,-1.8514366,-3.3584926
-31.0,-54.5,2025-06-16,0.81682205,12.345469,18.672516,8.055328,99294.31,-1.7725385,-3.3570278
-31.0,-54.25,2025-06-16,0.4940033,11.869965,18.117828,7.7467346,98466.19,-1.5793012,-3.240125
-31.0,-54.0,2025-06-16,0.20933151,11.513682,17.553375,7.5436096,98091.15,-1.4336306,-3.0144577
-31.0,-53.75,2025-06-16,0.10538101,11.570241,17.32486,7.625641,98567.1,-1.2652956,-2.65374
-31.0,-53.5,2025-06-16,0.17213821,11.930511,17.66275,7.9752502,99275.19,-1.0946413,-2.2377243
-31.0,-53.25,2025-06-16,0.7534027,12.0713,17.867828,8.174469,99536.35,-0.9726117,-1.9644903
-31.0,-53.0,2025-06-16,0.7920265,12.057139,17.955719,8.235504,99422.31,-0.8139203,-1.7893194
-31.0,-52.75,2025-06-16,0.15878677,11.987721,17.885406,8.233063,99472.94,-0.70129013,-1.5494105
-31.0,-52.5,2025-06-16,0.076293945,12.049977,17.885406,8.0104065,100076.73,-0.6179161,-1.3371302
-31.0,-52.25,2025-06-16,0.047683716,12.090098,18.067047,7.7445374,100756.9,-0.6503461,-1.4164759
-31.0,-52.0,2025-06-16,0.04386902,12.301605,17.870514,7.7186584,101337.1,-0.79976016,-1.7233607
-31.0,-51.75,2025-06-16,0.0,12.651296,17.214264,8.220612,101892.77,-0.91869736,-1.9721807
-31.0,-51.5,2025-06-16,0.0,13.838878,15.941559,11.473297,102011.15,-0.7750206,-2.4648159
-31.0,-51.25,2025-06-16,0.0014305115,14.428884,16.222809,12.649567,101963.02,-0.40795517,-2.4705532
-31.0,-51.0,2025-06-16,0.0009536743,14.686452,16.947906,12.128815,101992.4,-0.38504663,-2.2419968
-31.0,-50.75,2025-06-16,0.0038146973,14.992279,17.246735,12.410065,102024.52,-0.19229762,-2.2625859
-31.0,-50.5,2025-06-16,0.005722046,15.545909,17.553864,14.033844,102067.73,0.1813596,-2.6027958
-31.0,-50.25,2025-06-16,0.0052452087,16.02304,18.161285,14.856598,102082.31,0.80037814,-2.807223
-31.0,-50.0,2025-06-16,0.0019073486,16.270761,18.30777,15.076813,102107.85,1.4722532,-2.459119
-31.0,-49.75,2025-06-16,0.18692017,16.640228,18.555817,15.522125,102109.65,2.0577023,-2.2210414
-31.0,-49.5,2025-06-16,0.40721893,17.007822,18.809723,15.928375,102106.73,2.4908893,-2.0083134
-31.0,-49.25,2025-06-16,0.3581047,17.317719,18.997223,16.276031,102132.85,2.8773232,-1.7580286
-31.0,-49.0,2025-06-16,0.5965233,17.592133,19.15738,16.700592,102109.52,3.2007687,-1.5254847
-30.75,-58.0,2025-06-16,18.971443,12.235687,17.038483,8.795563,100872.27,-2.59692,-3.0617397
-30.75,-57.75,2025-06-16,20.08915,12.508718,17.745514,8.584625,100786.73,-2.7002728,-3.158582
-30.75,-57.5,2025-06-16,20.458221,12.67571,18.258453,8.236969,100546.73,-2.784298,-3.3444138
-30.75,-57.25,2025-06-16,19.841671,12.760753,18.736969,8.092438,100266.6,-2.896928,-3.579684
-30.75,-57.0,2025-06-16,16.351223,12.7309675,18.797516,7.9283752,99890.48,-3.0460575,-3.844495
-30.75,-56.75,2025-06-16,16.08324,12.498708,18.404938,7.6842346,99493.4,-3.1562462,-3.8914108
-30.75,-56.5,2025-06-16,17.889023,12.329437,18.141266,7.4811096,99343.56,-3.1048138,-3.8188198
-30.75,-56.25,2025-06-16,18.568039,12.184825,18.059235,7.270172,99286.06,-2.969804,-3.6861293
-30.75,-56.0,2025-06-16,13.914585,11.949391,18.024078,7.0240784,98951.77,-2.895789,-3.5678432
