latitude,longitude,data,precipitacao_total_mm,temperatura_media_C,temperatura_max_C,temperatura_min_C,pressao_Pa,vento_u_10m,vento_v_10m
-30.75,-55.75,2025-06-16,8.550167,11.681081,17.94986,6.785797,98800.48,-2.5090702,-3.4105759
-30.75,-55.5,2025-06-16,8.681774,11.793712,18.213531,6.8522034,99235.81,-2.2817752,-3.2380497
-30.75,-55.25,2025-06-16,8.572578,12.125824,18.580719,7.2330627,99766.23,-2.1946576,-3.1574833
-30.75,-55.0,2025-06-16,4.80175,12.5764265,18.897125,7.922516,100166.73,-2.2407188,-3.1566696
-30.75,-54.75,2025-06-16,2.0718575,12.866628,19.029938,8.371735,100239.02,-2.2859256,-3.0662563
-30.75,-54.5,2025-06-16,1.2493134,12.5764265,18.635406,8.274078,99527.02,-2.2834027,-2.9357631
-30.75,-54.25,2025-06-16,0.9479523,12.109141,18.102203,7.9322815,98687.06,-1.9726931,-2.7899296
-30.75,-54.0,2025-06-16,0.59223175,11.752777,17.643219,7.629547,98194.65,-1.5527306,-2.6266403
-30.75,-53.75,2025-06-16,0.27751923,11.826996,17.518219,7.7311096,98616.94,-1.3073692,-2.4334438
-30.75,-53.5,2025-06-16,0.644207,12.212087,17.916656,8.217438,99334.31,-1.2698936,-2.2520878
-30.75,-53.25,2025-06-16,0.84638596,12.3975525,18.182281,8.5416565,99438.15,-1.1728071,-2.1222866
-30.75,-53.0,2025-06-16,0.88119507,12.385101,18.305328,8.555328,99187.19,-0.9637006,-1.9981817
-30.75,-52.75,2025-06-16,0.5683899,12.221446,18.315094,8.258453,98883.02,-0.6868045,-1.9078497
-30.75,-52.5,2025-06-16,0.19168854,12.150563,18.522125,7.940094,99379.94,-0.58271915,-1.7324753
-30.75,-52.25,2025-06-16,0.20217896,12.006683,18.485016,7.538971,99678.9,-0.61152774,-1.6913376
-30.75,-52.0,2025-06-16,0.15354156,11.833425,18.288483,6.958893,100024.94,-0.5803998,-1.6830775
-30.75,-51.75,2025-06-16,0.060081482,11.943532,17.825592,6.8768616,100714.27,-0.6616173,-1.7409388
-30.75,-51.5,2025-06-16,0.0,12.631764,17.244781,7.8905334,101787.94,-0.8758914,-1.8208135
-30.75,-51.25,2025-06-16,0.0,14.463307,16.35196,12.729645,102057.98,-0.8896039,-2.2054977
-30.75,-51.0,2025-06-16,0.0,14.908539,16.451324,13.313141,102035.44,-0.8140831,-2.057223
-30.75,-50.75,2025-06-16,0.0,14.7239685,17.390045,12.183502,102019.6,-0.70328397,-1.9348272
-30.75,-50.5,2025-06-16,0.0,14.621104,18.30606,10.865143,102059.81,-0.43245062,-2.0402958
-30.75,-50.25,2025-06-16,0.0,15.688243,18.02652,14.17691,102061.15,0.15145238,-2.5540493
-30.75,-50.0,2025-06-16,0.0,16.133066,18.303864,14.983551,102117.23,0.93563205,-2.387952
-30.75,-49.75,2025-06-16,0.01001358,16.468191,18.510895,15.383942,102126.94,1.5722288,-2.0896122
-30.75,-49.5,2025-06-16,0.015258789,16.77768,18.721832,15.678864,102125.48,2.0893593,-1.7810999
-30.75,-49.25,2025-06-16,0.010967255,17.120209,18.985504,16.067047,102142.06,2.4941852,-1.5754114
-30.75,-49.0,2025-06-16,0.020503998,17.388113,19.153473,16.358063,102151.65,2.861861,-1.3474249
-30.5,-58.0,2025-06-16,21.574497,12.23528,16.93692,8.578766,100817.52,-2.6901004,-2.7195358
-30.5,-57.75,2025-06-16,22.303581,12.550303,17.550201,8.488922,100764.48,-2.8337364,-2.827324
-30.5,-57.5,2025-06-16,21.252155,12.790782,17.996735,8.303375,100636.56,-2.990963,-3.0196254
-30.5,-57.25,2025-06-16,17.819405,12.936371,18.580719,8.154938,100492.27,-3.2133343,-3.2581913
-30.5,-57.0,2025-06-16,15.996456,12.934743,18.742828,8.149078,100287.19,-3.390906,-3.4205856
-30.5,-56.75,2025-06-16,16.591072,12.790131,18.451813,8.020172,99985.02,-3.4219525,-3.4146855
-30.5,-56.5,2025-06-16,18.715858,12.656993,18.190094,7.9049377,99815.85,-3.34928,-3.3664272
-30.5,-56.25,2025-06-16,19.627094,12.508311,18.15445,7.738922,99689.44,-3.2342083,-3.2763798
-30.5,-56.0,2025-06-16,15.56778,12.249684,18.008453,7.3971252,99379.56,-3.1600711,-3.0860722
-30.5,-55.75,2025-06-16,8.775711,12.039805,18.080719,7.1529846,99285.69,-2.7130089,-2.8128383
-30.5,-55.5,2025-06-16,9.730816,12.100841,18.320953,7.190094,99484.27,-2.4180462,-2.6980107
-30.5,-55.25,2025-06-16,11.126518,12.335866,18.63736,7.4283752,99823.77,-2.2783978,-2.680514
-30.5,-55.0,2025-06-16,8.595467,12.661143,18.93814,7.815094,100189.1,-2.3050907,-2.6910527
-30.5,-54.75,2025-06-16,2.4118423,12.950938,19.110016,8.279938,100425.52,-2.5484989,-2.6160202
-30.5,-54.5,2025-06-16,2.7132034,12.890472,18.867828,8.498688,100185.6,-2.6662152,-2.412122
-30.5,-54.25,2025-06-16,2.6135445,12.614349,18.43814,8.404938,99619.48,-2.515499,-2.1990688
-30.5,-54.0,2025-06-16,1.9159317,12.2500105,17.93814,8.028473,98988.23,-2.1431847,-2.0287807
-30.5,-53.75,2025-06-16,1.6913414,11.925303,17.492828,7.5187073,98577.73,-1.6421674,-1.9481329
-30.5,-53.5,2025-06-16,1.5878677,12.182628,17.713531,7.953766,99279.23,-1.57157,-1.8986536
-30.5,-53.25,2025-06-16,1.0313988,12.525645,18.115875,8.4791565,99743.35,-1.590613,-1.8079554
-30.5,-53.0,2025-06-16,0.49591064,12.589772,18.246735,8.695953,99557.9,-1.4794477,-1.7602259
-30.5,-52.75,2025-06-16,0.1296997,12.319102,18.059235,8.404938,98865.35,-1.1903852,-1.7821985
-30.5,-52.5,2025-06-16,0.07581711,11.990407,18.03189,7.5416565,98602.9,-0.8147748,-1.7889124
-30.5,-52.25,2025-06-16,0.0500679,11.750336,17.839264,7.3629456,98373.98,-0.6717491,-1.7223028
-30.5,-52.0,2025-06-16,0.0333786,11.5053,17.604889,6.871002,98428.77,-0.3815066,-1.6091436
-30.5,-51.75,2025-06-16,0.012397766,11.537445,17.38736,6.537018,99190.69,-0.24328232,-1.4556605
-30.5,-51.5,2025-06-16,0.0,12.161957,17.323639,7.0331116,100868.1,-0.50882596,-1.272962
-30.5,-51.25,2025-06-16,0.0,14.151866,16.482574,11.729645,101928.27,-0.9877078,-1.6426722
-30.5,-51.0,2025-06-16,0.0,14.865977,16.568512,13.180817,102065.52,-1.0901655,-1.7808965
-30.5,-50.75,2025-06-16,0.0,14.717865,17.360016,12.055084,102049.4,-1.0648562,-1.743421
-30.5,-50.5,2025-06-16,0.0,14.485768,18.367828,10.211334,102066.85,-0.8806928,-1.7432175
-30.5,-50.25,2025-06-16,0.0,15.623057,17.887848,13.977692,102074.52,-0.40510687,-2.228691
-30.5,-50.0,2025-06-16,0.0009536743,16.174002,18.421051,14.93277,102106.23,0.42309952,-2.2650273
-30.5,-49.75,2025-06-16,0.0009536743,16.505056,18.65738,15.36441,102127.35,1.1601194,-1.9039434
-30.5,-49.5,2025-06-16,0.0,16.764008,18.792145,15.617828,102133.19,1.7471555,-1.4807663
-30.5,-49.25,2025-06-16,0.0,17.041025,18.96402,15.945953,102126.02,2.1623573,-1.2316208
-30.5,-49.0,2025-06-16,0.0009536743,17.229502,19.128082,16.172516,102114.44,2.5261269,-0.97287244
-30.25,-58.0,2025-06-16,21.983147,12.2100525,16.930328,8.397125,100729.35,-2.7245648,-2.455579
-30.25,-57.75,2025-06-16,21.146297,12.543793,17.487701,8.41275,100746.9,-2.8295047,-2.556979
-30.25,-57.5,2025-06-16,16.819477,12.95753,17.834625,8.53775,100825.69,-2.9579227,-2.7866745
-30.25,-57.25,2025-06-16,12.727261,13.179047,18.447906,8.420563,100777.65,-3.26025,-3.1202927
-30.25,-57.0,2025-06-16,12.787819,13.171315,18.649078,8.3697815,100557.73,-3.4864872,-3.3185756
-30.25,-56.75,2025-06-16,16.082764,13.037689,18.53775,8.28775,100285.81,-3.5589561,-3.3632534
-30.25,-56.5,2025-06-16,20.852566,12.867116,18.347809,8.176422,100066.9,-3.4813194,-3.29762
-30.25,-56.25,2025-06-16,20.946503,12.638275,17.976715,8.0065,99733.06,-3.4051883,-3.1497116
-30.25,-56.0,2025-06-16,15.505314,12.49586,17.93814,7.6647034,99642.94,-3.1293907,-2.7633998
-30.25,-55.75,2025-06-16,11.511326,12.469737,18.21939,7.4518127,99740.23,-2.780758,-2.3850224
-30.25,-55.5,2025-06-16,11.456966,12.534271,18.54361,7.422516,99852.35,-2.5646527,-2.1923141
-30.25,-55.25,2025-06-16,11.902332,12.627858,18.752594,7.5572815,99879.6,-2.5172489,-2.2033412
-30.25,-55.0,2025-06-16,10.477543,12.858002,19.049469,7.8990784,100235.19,-2.3960736,-2.2152226
-30.25,-54.75,2025-06-16,4.23193,12.92213,19.03775,8.147125,100244.15,-2.5559452,-2.1193974
-30.25,-54.5,2025-06-16,3.0493736,12.859467,18.842438,8.264313,100288.98,-2.600216,-1.8794479
-30.25,-54.25,2025-06-16,2.9945374,12.774098,18.615875,8.330719,100294.15,-2.5967572,-1.5771204
-30.25,-54.0,2025-06-16,3.004074,12.7343855,18.43814,8.331207,100263.52,-2.6010704,-1.2827276
-30.25,-53.75,2025-06-16,1.9979477,12.544769,18.082672,8.381989,99857.77,-2.3121707,-1.0123825
-30.25,-53.5,2025-06-16,1.9602776,12.711436,18.227203,8.122223,100382.44,-2.0748253,-0.933932
-30.25,-53.25,2025-06-16,1.6059875,13.082855,18.621735,8.665192,100970.52,-2.077877,-0.9644496
-30.25,-53.0,2025-06-16,1.1634827,13.26238,18.79361,9.061188,101124.69,-2.0908978,-0.94141895
-30.25,-52.75,2025-06-16,0.6952286,13.163991,18.651031,9.044098,100810.27,-1.9264692,-0.9031703
-30.25,-52.5,2025-06-16,0.02193451,13.054291,18.572906,8.461334,100645.98,-1.5672569,-0.86366016
-30.25,-52.25,2025-06-16,0.009059906,12.976573,18.518219,7.9288635,100340.77,-1.186601,-0.6915817
-30.25,-52.0,2025-06-16,0.00667572,12.664073,18.21939,8.239899,99925.35,-0.70161563,-0.4688034
-30.25,-51.75,2025-06-16,0.002861023,12.584564,18.214264,7.3629456,100136.27,-0.39969507,-0.41155243
-30.25,-51.5,2025-06-16,0.0,12.9157,18.610016,7.710602,100986.23,-0.51004666,-0.4923223
-30.25,-51.25,2025-06-16,0.0,13.720876,18.899078,8.9964905,101664.31,-1.0026003,-0.7338994
-30.25,-51.0,2025-06-16,0.0,14.001964,18.825592,9.2211,101628.48,-1.1591759,-0.92790985
-30.25,-50.75,2025-06-16,0.0,14.322764,18.997467,10.785553,101822.81,-1.3184776,-1.0501429
-30.25,-50.5,2025-06-16,0.0,14.439301,19.237701,10.092194,101988.31,-1.2985802,-1.2616501
-30.25,-50.25,2025-06-16,0.0,15.056081,18.506012,10.7777405,102074.44,-0.9608523,-1.7253952
-30.25,-50.0,2025-06-16,0.0,16.151133,18.403473,14.659332,102119.44,-0.20609157,-2.207817
-30.25,-49.75,2025-06-16,0.0,16.611258,18.749176,15.325348,102120.81,0.86173886,-1.781344
-30.25,-49.5,2025-06-16,0.0,16.902842,18.917145,15.702301,102170.02,1.4812456,-1.2526983
-30.25,-49.25,2025-06-16,0.0,17.126068,19.059723,15.9791565,102202.15,1.9075966,-0.8689906
-30.25,-49.0,2025-06-16,0.0,17.300058,19.217926,16.178375,102195.06,2.2545204,-0.58102673
-30.0,-58.0,2025-06-16,17.232895,12.293223,16.826813,8.375641,100665.27,-2.6800091,-2.320203
-30.0,-57.75,2025-06-16,13.656616,12.664235,17.701569,8.375641,100760.81,-2.8026085,-2.5334194
-30.0,-57.5,2025-06-16,11.047363,13.093109,18.241364,8.711578,100828.27,-3.0238407,-2.8704147
-30.0,-57.25,2025-06-16,9.562969,13.255951,18.368317,8.746735,100740.4,-3.2906048,-3.0774868
-30.0,-57.0,2025-06-16,10.984421,13.25652,18.644684,8.66861,100534.77,-3.5336063,-3.2304
-30.0,-56.75,2025-06-16,13.828278,13.136647,18.638824,8.496002,100315.81,-3.679765,-3.2404099
-30.0,-56.5,2025-06-16,16.404152,12.949554,18.449371,8.332672,100073.35,-3.670447,-3.1792119
-30.0,-56.25,2025-06-16,21.09623,12.775889,18.170563,8.115875,99878.6,-3.4820518,-2.8538945
-30.0,-56.0,2025-06-16,19.322872,12.812999,18.29361,7.813141,99995.23,-3.1265018,-2.388522
-30.0,-55.75,2025-06-16,15.777111,12.889577,18.635406,7.676422,100120.94,-2.847449,-2.0227177
-30.0,-55.5,2025-06-16,13.028622,12.943288,18.88736,7.6080627,100101.94,-2.6741092,-1.7356898
-30.0,-55.25,2025-06-16,12.005329,12.964772,19.027985,7.6510315,100066.31,-2.5727093,-1.6274134
-30.0,-55.0,2025-06-16,9.035587,13.184662,19.473297,7.971344,100546.73,-2.4451053,-1.536471
-30.0,-54.75,2025-06-16,6.043911,13.128591,19.527985,8.04361,100329.02,-2.6205204,-1.5134405
-30.0,-54.5,2025-06-16,4.1861534,13.001801,19.330719,8.0572815,100354.31,-2.533891,-1.3341192
-30.0,-54.25,2025-06-16,3.2382011,12.927582,19.215485,7.997223,100526.77,-2.4009564,-1.0786667
-30.0,-54.0,2025-06-16,2.5348663,12.938731,19.113922,8.038239,100636.4,-2.382239,-0.7377243
-30.0,-53.75,2025-06-16,2.9964447,12.948822,19.127594,7.7433167,100855.06,-2.3448448,-0.40337372
-30.0,-53.5,2025-06-16,2.8643608,13.245616,19.297516,8.237457,101035.19,-2.2788048,-0.37090302
-30.0,-53.25,2025-06-16,2.137661,13.422862,19.41275,8.428864,101252.15,-2.230302,-0.43275198
-30.0,-53.0,2025-06-16,1.2907982,13.41985,19.178375,8.436676,101244.02,-2.209998,-0.45220184
-30.0,-52.75,2025-06-16,0.8196831,13.379649,18.973297,8.378082,101226.35,-2.096391,-0.37859344
-30.0,-52.5,2025-06-16,0.48398972,13.444509,18.885406,8.450348,101494.56,-2.0681114,-0.35763803
-30.0,-52.25,2025-06-16,0.00333786,13.541351,18.985016,8.378082,101509.69,-1.8461876,-0.29208627
-30.0,-52.0,2025-06-16,0.0,13.456879,18.924469,8.720612,101300.56,-1.3450483,-0.047538757
-30.0,-51.75,2025-06-16,0.0,13.591807,19.078766,8.805817,101386.23,-0.9896609,0.114245094
-30.0,-51.5,2025-06-16,0.0009536743,13.869232,19.410797,8.86441,101813.73,-1.0021935,0.04560089
-30.0,-51.25,2025-06-16,0.0,13.916921,19.805328,8.698395,101695.81,-1.100338,0.06732941
-30.0,-51.0,2025-06-16,0.0,13.945323,19.947906,8.673004,101584.15,-1.0787315,-0.0662562
-30.0,-50.75,2025-06-16,0.0,14.109222,20.069733,9.130035,101712.73,-1.2475548,-0.3372116
-30.0,-50.5,2025-06-16,0.0,14.175954,19.876373,9.110992,101608.94,-1.3255577,-0.7566452
-30.0,-50.25,2025-06-16,0.0,14.606049,19.09317,9.823883,101514.31,-1.0862999,-1.2098516
-30.0,-50.0,2025-06-16,0.0,16.294037,18.358551,14.934723,102108.1,-0.9283816,-1.954928
-30.0,-49.75,2025-06-16,0.0,16.846445,18.866364,15.548004,102194.35,0.1838417,-1.803805
-30.0,-49.5,2025-06-16,0.0,17.038177,18.944489,15.825348,102102.48,0.9844195,-1.1884893
-30.0,-49.25,2025-06-16,0.0,17.186289,19.065582,16.057281,102116.52,1.5239296,-0.62082165
-30.0,-49.0,2025-06-16,0.0,17.42864,19.325348,16.391266,102225.27,1.819706,-0.29721323
-29.75,-58.0,2025-06-16,10.914326,12.601491,18.103912,8.485016,100542.31,-2.8097293,-2.460991
-29.75,-57.75,2025-06-16,10.146618,12.833669,18.625397,8.457672,100705.9,-3.0063846,-2.7475712
-29.75,-57.5,2025-06-16,8.347988,13.143158,19.068756,8.740875,100789.52,-3.2493045,-2.9351933
-29.75,-57.25,2025-06-16,6.0749054,13.269704,18.980865,8.884674,100738.73,-3.4158897,-2.9657109
-29.75,-57.0,2025-06-16,10.427952,13.379811,18.916168,8.890533,100749.94,-3.4751346,-2.8228073
-29.75,-56.75,2025-06-16,13.482571,13.27068,18.906403,8.691315,100546.44,-3.6111615,-2.8208134
-29.75,-56.5,2025-06-16,16.194344,13.180511,18.765778,8.486237,100436.56,-3.6077843,-2.7457402
-29.75,-56.25,2025-06-16,19.592285,13.129323,18.6232,8.439362,100350.1,-3.4661827,-2.5349655
-29.75,-56.0,2025-06-16,20.617962,13.175873,18.744781,8.154938,100371.56,-3.161414,-2.18971
-29.75,-55.75,2025-06-16,20.012856,13.318532,19.065094,8.121735,100399.48,-2.9034793,-1.984347
-29.75,-55.5,2025-06-16,17.225266,13.373138,19.315094,8.059235,100372.35,-2.7244835,-1.7073694
-29.75,-55.25,2025-06-16,12.331486,13.3281355,19.50064,7.952301,100194.19,-2.5122845,-1.5436732
-29.75,-55.0,2025-06-16,7.2546005,13.417979,19.926422,8.02066,100446.94,-2.2975223,-1.4197311
-29.75,-54.75,2025-06-16,6.77824,13.434662,20.21939,8.106598,100361.77,-2.3942425,-1.3801804
-29.75,-54.5,2025-06-16,5.906105,13.46111,20.520172,8.059723,100254.1,-2.1947796,-1.3402634
-29.75,-54.25,2025-06-16,4.902363,13.389577,20.410797,7.969879,100377.65,-2.0551312,-1.1122767
-29.75,-54.0,2025-06-16,3.713131,13.258881,20.053375,8.130768,99960.23,-1.9145063,-1.1588262
-29.75,-53.75,2025-06-16,3.622532,13.133392,19.815094,8.024567,99949.52,-1.7853559,-0.9841029
-29.75,-53.5,2025-06-16,2.9997826,13.298512,20.059235,8.044098,100137.44,-1.6579552,-0.82842255
-29.75,-53.25,2025-06-16,1.5687943,13.3414,20.10025,8.116364,100005.65,-1.5288862,-0.747612
-29.75,-53.0,2025-06-16,0.70905685,13.339447,19.867828,8.131989,99988.56,-1.5012983,-0.7537155
-29.75,-52.75,2025-06-16,0.46396255,13.261485,19.533844,7.985504,100140.69,-1.5175337,-0.543958
-29.75,-52.5,2025-06-16,0.3376007,13.145762,19.285797,7.764801,100519.4,-1.6675581,-0.41777802
-29.75,-52.25,2025-06-16,0.35190582,13.286305,19.3815,7.5030823,101009.81,-1.6540083,-0.36626434
-29.75,-52.0,2025-06-16,0.05054474,13.646495,19.79361,8.216705,101373.02,-1.6269087,-0.38070932
-29.75,-51.75,2025-06-16,0.024795532,13.789317,19.953766,8.46402,101436.19,-1.2840945,-0.2356898
-29.75,-51.5,2025-06-16,0.0371933,13.830089,19.957672,8.333893,101170.73,-0.94005966,-0.1698939
-29.75,-51.25,2025-06-16,0.012874603,13.920421,20.311188,8.093658,101290.48,-0.802283,-0.038831074
-29.75,-51.0,2025-06-16,0.013828278,13.852956,20.586578,8.367096,101097.35,-0.7715619,-0.18136851
-29.75,-50.75,2025-06-16,0.006198883,13.600922,20.714264,8.453033,99948.27,-0.819617,-0.48019662
-29.75,-50.5,2025-06-16,0.006198883,13.618337,20.511139,8.456696,99738.27,-0.88362247,-0.8792445
-29.75,-50.25,2025-06-16,0.00667572,13.846527,19.325592,9.273102,99725.35,-0.87108994,-0.99561816
-29.75,-50.0,2025-06-16,0.0014305115,16.027597,17.55484,14.860504,101390.65,-1.1164919,-1.4727097
-29.75,-49.75,2025-06-16,0.00047683716,17.012869,18.674225,16.006989,102227.6,-0.54902774,-1.53228
-29.75,-49.5,2025-06-16,0.00047683716,17.18572,18.97696,16.028473,102111.98,0.19425838,-1.0832647
-29.75,-49.25,2025-06-16,0.00047683716,17.321299,19.087067,16.231598,102107.19,0.75093967,-0.5091273
-29.75,-49.0,2025-06-16,0.0,17.5324,19.325348,16.553864,102269.15,1.2019895,0.012357076
-29.5,-58.0,2025-06-16,10.84137,12.82309,18.912506,8.674469,100409.4,-2.994503,-2.6324184
-29.5,-57.75,2025-06-16,10.611057,13.026947,19.523834,8.654938,100564.73,-3.156531,-2.8422978
-29.5,-57.5,2025-06-16,7.1754456,13.213878,19.826569,8.836578,100742.19,-3.3825238,-2.8721645
-29.5,-57.25,2025-06-16,6.3490868,13.251556,19.445465,8.753815,100721.06,-3.5326297,-2.791598
-29.5,-57.0,2025-06-16,9.870529,13.368744,19.425934,8.788971,100755.06,-3.562659,-2.6384404
-29.5,-56.75,2025-06-16,12.435436,13.468678,19.078278,8.923737,100808.6,-3.481767,-2.4610317
-29.5,-56.5,2025-06-16,15.244484,13.407318,18.912262,8.773346,100713.35,-3.4690716,-2.3738327
-29.5,-56.25,2025-06-16,15.964985,13.515147,19.125153,8.73819,100749.35,-3.3722293,-2.3647995
-29.5,-56.0,2025-06-16,21.594524,13.518727,19.170074,8.603424,100570.19,-3.22546,-2.33241
-29.5,-55.75,2025-06-16,20.783424,13.645436,19.410309,8.562408,100564.81,-2.963253,-2.1651332
-29.5,-55.5,2025-06-16,16.836166,13.617604,19.485748,8.572174,100120.69,-2.7775028,-2.2785366
-29.5,-55.25,2025-06-16,11.84988,13.560475,19.647858,8.511627,99863.35,-2.580644,-2.1717656
-29.5,-55.0,2025-06-16,8.408546,13.302907,19.676422,8.322174,99267.06,-2.204342,-2.2018764
-29.5,-54.75,2025-06-16,7.977009,13.368011,20.233063,8.26358,99356.31,-1.9565798,-2.1453578
-29.5,-54.5,2025-06-16,7.250786,13.435557,20.555328,8.208893,99275.81,-1.8015913,-2.1127243
-29.5,-54.25,2025-06-16,5.9862137,13.493663,20.553375,8.228424,98892.77,-1.8537153,-2.2286503
-29.5,-54.0,2025-06-16,4.723072,13.353607,20.186188,8.244049,98425.52,-1.7483686,-2.2988002
-29.5,-53.75,2025-06-16,5.051613,13.001393,19.664703,7.9881897,98003.44,-1.5270958,-2.2001266
-29.5,-53.5,2025-06-16,3.103733,13.155365,19.899078,8.119049,98459.31,-1.2510948,-1.8362757
-29.5,-53.25,2025-06-16,1.595974,13.253346,20.045563,8.324127,98370.4,-1.1053022,-1.7368698
-29.5,-53.0,2025-06-16,0.4014969,13.430675,20.529938,8.240143,97949.73,-0.8893191,-1.6641159
-29.5,-52.75,2025-06-16,0.14829636,13.350433,20.307281,8.079987,97953.77,-0.8810997,-1.4865036
-29.5,-52.5,2025-06-16,0.08392334,13.056895,20.207672,7.6444397,98113.27,-0.8979861,-1.1599655
-29.5,-52.25,2025-06-16,0.2732277,13.065114,20.379547,7.4198303,99520.44,-1.1221479,-0.7748744
-29.5,-52.0,2025-06-16,0.052452087,13.409596,20.735016,7.6737366,99922.02,-1.1431032,-0.77426404
-29.5,-51.75,2025-06-16,0.034332275,13.487803,20.715485,7.7948303,99435.48,-1.1455446,-0.84128064
-29.5,-51.5,2025-06-16,0.045776367,13.500499,20.701813,7.601471,99018.27,-0.82511014,-0.8097458
-29.5,-51.25,2025-06-16,0.08249283,13.4652605,20.930328,7.119049,98898.65,-0.5618451,-0.8409958
-29.5,-51.0,2025-06-16,0.04386902,13.171967,20.777985,6.9198303,97884.06,-0.5922,-1.1735967
-29.5,-50.75,2025-06-16,0.034809113,12.8941345,20.799469,6.996002,96677.52,-0.57039005,-1.4992396
-29.5,-50.5,2025-06-16,0.010967255,12.501719,20.522858,7.119049,95649.9,-0.022579193,-1.5857468
-29.5,-50.25,2025-06-16,0.005722046,12.764171,19.43692,8.222565,95732.15,0.07796606,-1.6355515
-29.5,-50.0,2025-06-16,0.0009536743,14.232513,18.28653,11.214752,99083.69,-0.51533633,-1.1437302
-29.5,-49.75,2025-06-16,0.010967255,16.85784,18.268219,15.740875,102043.02,-1.2507693,-1.0674769
-29.5,-49.5,2025-06-16,0.0076293945,17.156668,18.603912,16.036285,102001.52,-0.6006635,-0.678683
-29.5,-49.25,2025-06-16,0.0009536743,17.463797,19.014801,16.471832,102045.44,-0.10994085,-0.29973602
-29.5,-49.0,2025-06-16,0.0019073486,17.641123,19.233551,16.692535,102203.94,0.3693072,0.20648956
-29.25,-58.0,2025-06-16,11.623859,13.191742,19.920319,8.9791565,100445.65,-3.1463993,-2.7761357
-29.25,-57.75,2025-06-16,12.898445,13.198822,20.119293,8.906891,100506.15,-3.2071495,-2.6800663
-29.25,-57.5,2025-06-16,7.1611404,13.349457,20.476715,8.871002,100715.23,-3.4247196,-2.7210007
-29.25,-57.25,2025-06-16,7.932186,13.325856,20.097809,8.663971,100680.1,-3.590491,-2.6488163
-29.25,-57.0,2025-06-16,12.495041,13.369965,19.718903,8.689362,100757.6,-3.502641,-2.5155563
-29.25,-56.75,2025-06-16,15.067101,13.469574,19.371246,8.82608,100811.15,-3.4215457,-2.3377
-29.25,-56.5,2025-06-16,15.351772,13.602956,19.24234,9.017487,100821.27,-3.369625,-2.2926152
-29.25,-56.25,2025-06-16,15.236378,13.746022,19.547028,8.986237,100862.15,-3.2837284,-2.3555222
-29.25,-56.0,2025-06-16,20.135403,13.723561,19.525543,8.884674,100619.81,-3.2432415,-2.4548466
-29.25,-55.75,2025-06-16,18.609047,13.715587,19.52945,8.912018,100388.65,-3.1261356,-2.48923
-29.25,-55.5,2025-06-16,14.648914,13.687755,19.578278,8.91983,99943.48,-2.9399376,-2.602918
-29.25,-55.25,2025-06-16,11.234283,13.433685,19.371246,8.659821,99175.06,-2.8636436,-2.6044643
-29.25,-55.0,2025-06-16,10.516644,13.021251,19.26236,8.318024,98217.4,-2.4819298,-2.6747768
-29.25,-54.75,2025-06-16,8.905888,13.04778,19.799469,8.234039,98261.52,-2.093095,-2.6761196
-29.25,-54.5,2025-06-16,7.417202,13.174327,20.029938,8.275055,98100.06,-1.974809,-2.8159714
-29.25,-54.25,2025-06-16,6.1473846,13.232839,20.027985,8.32608,97716.02,-2.0270145,-2.932101
-29.25,-54.0,2025-06-16,5.0439835,13.137543,19.865875,8.101471,97221.19,-1.9147911,-2.9635136
-29.25,-53.75,2025-06-16,5.215645,12.83432,19.527985,7.712799,96820.44,-1.6710981,-2.8074265
-29.25,-53.5,2025-06-16,3.1962395,13.087982,19.772125,8.001862,97466.9,-1.369503,-2.4171677
-29.25,-53.25,2025-06-16,1.7418861,13.485199,20.192047,8.48819,97696.77,-1.2713585,-2.3567429
-29.25,-53.0,2025-06-16,0.5431175,13.6631775,20.678375,8.404205,97275.1,-1.0548058,-2.2841518
-29.25,-52.75,2025-06-16,0.2374649,13.307628,20.65689,7.601959,96082.65,-0.6620242,-2.3773727
-29.25,-52.5,2025-06-16,0.2155304,12.960704,20.654938,7.1444397,95822.98,-0.40486273,-2.1059291
-29.25,-52.25,2025-06-16,0.1783371,12.934662,21.029938,6.9667053,97372.06,-0.51533633,-1.5573858
-29.25,-52.0,2025-06-16,0.03671646,13.217946,21.54361,7.240143,98397.06,-0.8218956,-1.2296677
-29.25,-51.75,2025-06-16,0.017642975,13.296641,21.524078,7.3612366,97909.35,-0.82441837,-1.296847
-29.25,-51.5,2025-06-16,0.028133392,12.965587,21.055328,6.964752,96586.15,-0.8658002,-1.4533819
-29.25,-51.25,2025-06-16,0.09441376,12.689789,20.996735,6.4510803,95939.19,-0.6731326,-1.6279424
-29.25,-51.0,2025-06-16,0.057697296,12.2553,20.424469,6.0624084,94532.1,-0.64680606,-1.9920782
-29.25,-50.75,2025-06-16,0.072956085,11.999522,20.147125,6.130768,93490.9,-0.26855087,-2.2651088
-29.25,-50.5,2025-06-16,0.048160553,11.6059675,19.729156,6.255768,92460.81,0.28076553,-2.3515751
-29.25,-50.25,2025-06-16,0.0038146973,11.644298,19.641998,6.5604553,92687.06,0.69173557,-1.9384893
-29.25,-50.0,2025-06-16,0.0,12.554291,19.225983,7.5194397,96169.81,0.21619034,-0.98959607
-29.25,-49.75,2025-06-16,0.016212463,15.5208435,18.89981,13.185455,100489.15,-0.93436307,-0.643486
-29.25,-49.5,2025-06-16,0.008583069,17.472097,18.914703,16.340485,102295.15,-1.4124311,-0.338473
